"datazone","child_pov_pc"
"S01002862",33.3
"S01002863",35.4
"S01002864",46.4
"S01002865",25.2
"S01002866",41.9
"S01002867",16.3
"S01002868",51.9
"S01002869",20.7
"S01002870",10.9
"S01002871",25.6
"S01002872",27.9
"S01002873",24.7
"S01002874",32.5
"S01002875",38
"S01002876",53.8
"S01002877",41.3
"S01002878",26.7
"S01002879",24.6
"S01002880",7.1
"S01002881",16.6
"S01002882",29.1
"S01002883",12.4
"S01002884",17.9
"S01002885",8.5
"S01002886",30.3
"S01002887",24.6
"S01002888",NA
"S01002889",37.7
"S01002890",51.7
"S01002891",21.3
"S01002892",25.8
"S01002893",17.5
"S01002894",4.7
"S01002895",54.1
"S01002896",15.7
"S01002897",28.8
"S01002898",15.5
"S01002899",NA
"S01002900",46.7
"S01002901",19.6
"S01002902",17.9
"S01002903",45.6
"S01002904",6.3
"S01002905",13.4
"S01002906",26.3
"S01002907",20.7
"S01002908",NA
"S01002909",25
"S01002910",24.8
"S01002911",27.5
"S01002912",1.3
"S01002913",2.9
"S01002914",50.3
"S01002915",20.4
"S01002916",46.3
"S01002917",6.2
"S01002918",4.5
"S01002919",36.5
"S01002920",9.6
"S01002921",5.2
"S01002922",12.1
"S01002923",22.9
"S01002924",10
"S01002925",16.8
"S01002926",29.3
"S01002927",16.6
"S01002928",NA
"S01002929",31.2
"S01002930",20
"S01002931",29.4
"S01002932",NA
"S01002933",19.8
"S01002934",31.1
"S01002935",22.2
"S01002936",NA
"S01002937",10.3
"S01002938",17.8
"S01002939",9.2
"S01002940",11.7
"S01002941",7.3
"S01002942",12.8
"S01002943",10.7
"S01002944",12.2
"S01002945",5.6
"S01002946",6.2
"S01002947",10.2
"S01002948",5.7
"S01002949",22.9
"S01002950",9.3
"S01002951",13.7
"S01002952",12.4
"S01002953",10.4
"S01002954",14.3
"S01002955",10.4
"S01002956",16.9
"S01002957",7.8
"S01002958",7.1
"S01002959",7
"S01002960",13.3
"S01002961",13.7
"S01002962",24
"S01002963",15.1
"S01002964",7.7
"S01002965",10.1
"S01002966",6.9
"S01002967",10.9
"S01002968",13.6
"S01002969",NA
"S01002970",4.1
"S01002971",10.2
"S01002972",14.2
"S01002973",5.4
"S01002974",12
"S01002975",19.4
"S01002976",35.6
"S01002977",11.8
"S01002978",14.4
"S01002979",13.1
"S01002980",19.1
"S01002981",NA
"S01002982",4.7
"S01002983",21.6
"S01002984",NA
"S01002985",NA
"S01002986",29.3
"S01002987",20.5
"S01002988",8
"S01002989",31.8
"S01002990",NA
"S01002991",NA
"S01002992",18.4
"S01002993",11
"S01002994",13.6
"S01002995",NA
"S01002996",NA
"S01002997",NA
"S01002998",11.4
"S01002999",NA
"S01003000",2.1
"S01003001",4.8
"S01003002",12.2
"S01003003",7.6
"S01003004",13.3
"S01003005",5.4
"S01003006",2.4
"S01003007",7.8
"S01003008",2.8
"S01003009",26.2
"S01003010",9
"S01003011",3.1
"S01003012",6.2
"S01003013",8.6
"S01003014",2
"S01003015",10.7
"S01003016",NA
"S01003017",4
"S01003018",8.9
"S01003019",16
"S01003020",20.4
"S01003021",9.4
"S01003022",9.2
"S01003023",6
"S01003024",22.2
"S01003025",4.2
"S01003026",37.3
"S01003027",6.3
"S01003028",67.3
"S01003029",37.1
"S01003030",37.1
"S01003031",NA
"S01003032",52.4
"S01003033",41.1
"S01003034",19.1
"S01003035",43.3
"S01003036",53.8
"S01003037",11.6
"S01003038",18.8
"S01003039",35.4
"S01003040",36.2
"S01003041",24.1
"S01003042",55.4
"S01003043",52.3
"S01003044",44.8
"S01003045",36.6
"S01003046",29.8
"S01003047",50.8
"S01003048",40.7
"S01003049",54
"S01003050",3.6
"S01003051",34.2
"S01003052",47.2
"S01003053",15.3
"S01003054",25.9
"S01003055",42.9
"S01003056",43.9
"S01003057",29.3
"S01003058",27.5
"S01003059",9.5
"S01003060",35.2
"S01003061",5.3
"S01003062",12.2
"S01003063",32.2
"S01003064",49.1
"S01003065",27.8
"S01003066",3.4
"S01003067",4.5
"S01003068",2.7
"S01003069",32.8
"S01003070",30.2
"S01003071",13.3
"S01003072",34.6
"S01003073",23.7
"S01003074",3.8
"S01003075",36
"S01003076",56.2
"S01003077",43.9
"S01003078",22.4
"S01003079",12.8
"S01003080",19.4
"S01003081",18.6
"S01003082",42.9
"S01003083",39.4
"S01003084",39.3
"S01003085",1.8
"S01003086",14.2
"S01003087",29.9
"S01003088",58.9
"S01003089",10.2
"S01003090",29.4
"S01003091",28.5
"S01003092",33.5
"S01003093",40.7
"S01003094",19
"S01003095",1.6
"S01003096",16.3
"S01003097",36
"S01003098",28
"S01003099",46.2
"S01003100",17.7
"S01003101",40.6
"S01003102",13.7
"S01003103",7.9
"S01003104",43.3
"S01003105",27.1
"S01003106",6.1
"S01003107",37.3
"S01003108",36.6
"S01003109",6.2
"S01003110",NA
"S01003111",43.5
"S01003112",9.4
"S01003113",8.6
"S01003114",22.5
"S01003115",22
"S01003116",42.6
"S01003117",26.4
"S01003118",49
"S01003119",25.5
"S01003120",7.2
"S01003121",44.8
"S01003122",24.8
"S01003123",11.5
"S01003124",22.8
"S01003125",21
"S01003126",NA
"S01003127",25.4
"S01003128",30
"S01003129",20
"S01003130",25
"S01003131",18.3
"S01003132",55.8
"S01003133",10.4
"S01003134",43.2
"S01003135",18.2
"S01003136",25.5
"S01003137",27.3
"S01003138",30.3
"S01003139",19.8
"S01003140",52.7
"S01003141",7
"S01003142",32.3
"S01003143",13.3
"S01003144",31.7
"S01003145",22.8
"S01003146",27.4
"S01003147",23.6
"S01003148",17.5
"S01003149",24.6
"S01003150",45
"S01003151",14
"S01003152",25.8
"S01003153",3.8
"S01003154",33.9
"S01003155",6.9
"S01003156",24.2
"S01003157",32.3
"S01003158",68.5
"S01003159",51.9
"S01003160",57.8
"S01003161",23.8
"S01003162",15.9
"S01003163",9.6
"S01003164",24.1
"S01003165",23.8
"S01003166",16.2
"S01003167",40.5
"S01003168",28.8
"S01003169",9
"S01003170",16.6
"S01003171",8.7
"S01003172",41
"S01003173",30
"S01003174",29
"S01003175",42.9
"S01003176",16
"S01003177",6.9
"S01003178",26.2
"S01003179",30.4
"S01003180",7.7
"S01003181",43.1
"S01003182",39.8
"S01003183",26.8
"S01003184",55.1
"S01003185",44.7
"S01003186",20.5
"S01003187",16.4
"S01003188",28.6
"S01003189",22.9
"S01003190",38.8
"S01003191",39.3
"S01003192",22.5
"S01003193",9.2
"S01003194",50.4
"S01003195",14
"S01003196",7.1
"S01003197",9.6
"S01003198",39.8
"S01003199",11.1
"S01003200",37.4
"S01003201",17.5
"S01003202",51.7
"S01003203",25
"S01003204",32.5
"S01003205",50
"S01003206",46.8
"S01003207",36
"S01003208",63.2
"S01003209",21.6
"S01003210",5.3
"S01003211",31.7
"S01003212",17.6
"S01003213",35.4
"S01003214",28.1
"S01003215",33.5
"S01003216",25.2
"S01003217",53
"S01003218",26.1
"S01003219",17.4
"S01003220",41.9
"S01003221",47.8
"S01003222",25.5
"S01003223",44.8
"S01003224",4.1
"S01003225",38.7
"S01003226",49.4
"S01003227",35.5
"S01003228",31.4
"S01003229",5.1
"S01003230",30.4
"S01003231",30.7
"S01003232",32.4
"S01003233",1.9
"S01003234",12.8
"S01003235",11.5
"S01003236",31.2
"S01003237",42.2
"S01003238",16.9
"S01003239",35.4
"S01003240",15.8
"S01003241",10
"S01003242",19.1
"S01003243",28.2
"S01003244",45.7
"S01003245",53.7
"S01003246",47.4
"S01003247",56.1
"S01003248",38.8
"S01003249",39.6
"S01003250",22.6
"S01003251",52.7
"S01003252",NA
"S01003253",60.9
"S01003254",65.7
"S01003255",25.2
"S01003256",51.2
"S01003257",20.4
"S01003258",9.5
"S01003259",9.2
"S01003260",14.3
"S01003261",11.8
"S01003262",44.2
"S01003263",49.5
"S01003264",13.5
"S01003265",12.8
"S01003266",33.6
"S01003267",26.1
"S01003268",35.3
"S01003269",36.6
"S01003270",53.6
"S01003271",33
"S01003272",43.1
"S01003273",49
"S01003274",56.6
"S01003275",34
"S01003276",5.3
"S01003277",15.9
"S01003278",11.2
"S01003279",50.4
"S01003280",13.1
"S01003281",34
"S01003282",13.2
"S01003283",7.5
"S01003284",19.3
"S01003285",55.3
"S01003286",31.7
"S01003287",62.4
"S01003288",7.7
"S01003289",39.5
"S01003290",33.5
"S01003291",53.6
"S01003292",23
"S01003293",51.5
"S01003294",32.7
"S01003295",5.9
"S01003296",52.3
"S01003297",53.8
"S01003298",13.8
"S01003299",59.5
"S01003300",9.8
"S01003301",43.9
"S01003302",65.8
"S01003303",35.6
"S01003304",34.6
"S01003305",32.5
"S01003306",24.3
"S01003307",39
"S01003308",29.5
"S01003309",48.9
"S01003310",36.9
"S01003311",6.9
"S01003312",41.6
"S01003313",42.9
"S01003314",39
"S01003315",25.9
"S01003316",59.8
"S01003317",30.1
"S01003318",10.4
"S01003319",NA
"S01003320",28
"S01003321",13.9
"S01003322",44.9
"S01003323",1.9
"S01003324",33.8
"S01003325",27.3
"S01003326",31.8
"S01003327",41.7
"S01003328",23.8
"S01003329",17.8
"S01003330",7.1
"S01003331",42.7
"S01003332",34
"S01003333",45.8
"S01003334",22.7
"S01003335",NA
"S01003336",44
"S01003337",42.1
"S01003338",18
"S01003339",34.3
"S01003340",35.7
"S01003341",10.8
"S01003342",42.6
"S01003343",41.4
"S01003344",24.8
"S01003345",19.8
"S01003346",29
"S01003347",56.4
"S01003348",38
"S01003349",31.3
"S01003350",29.9
"S01003351",40.9
"S01003352",47
"S01003353",54.9
"S01003354",30.8
"S01003355",30
"S01003356",51.6
"S01003357",55.9
"S01003358",NA
"S01003359",6.9
"S01003360",20.7
"S01003361",46.8
"S01003362",38.9
"S01003363",47.9
"S01003364",49.1
"S01003365",36.6
"S01003366",25
"S01003367",57.8
"S01003368",NA
"S01003369",52.9
"S01003370",26.9
"S01003371",21.2
"S01003372",39.3
"S01003373",33.9
"S01003374",52.4
"S01003375",19.6
"S01003376",49.6
"S01003377",28.8
"S01003378",63.7
"S01003379",73.5
"S01003380",34.4
"S01003381",32.7
"S01003382",28.3
"S01003383",30.3
"S01003384",30
"S01003385",28.1
"S01003386",27.5
"S01003387",51.7
"S01003388",48.4
"S01003389",65.9
"S01003390",46
"S01003391",55.6
"S01003392",39.8
"S01003393",44.7
"S01003394",46.9
"S01003395",33.7
"S01003396",39.5
"S01003397",56.3
"S01003398",46.3
"S01003399",50
"S01003400",34.4
"S01003401",59.4
"S01003402",56.8
"S01003403",40.2
"S01003404",56.1
"S01003405",14.7
"S01003406",43.8
"S01003407",25.4
"S01003408",50.9
"S01003409",34.2
"S01003410",24.7
"S01003411",29.8
"S01003412",37.4
"S01003413",29.1
"S01003414",49.1
"S01003415",56.5
"S01003416",54.7
"S01003417",26.9
"S01003418",47.8
"S01003419",66.2
"S01003420",64.5
"S01003421",52
"S01003422",54.9
"S01003423",34.6
"S01003424",41.7
"S01003425",24.7
"S01003426",31.6
"S01003427",23
"S01003428",52.7
"S01003429",20
"S01003430",30.3
"S01003431",27.1
"S01003432",21.3
"S01003433",43.8
"S01003434",49
"S01003435",47.4
"S01003436",9.5
"S01003437",6.3
"S01003438",15.4
"S01003439",24.3
"S01003440",33.3
"S01003441",40.6
"S01003442",43.1
"S01003443",54.1
"S01003444",49.3
"S01003445",44.3
"S01003446",23.8
"S01003447",52.9
"S01003448",17.1
"S01003449",32.8
"S01003450",32.1
"S01003451",29.3
"S01003452",27.4
"S01003453",11.6
"S01003454",41.6
"S01003455",58.6
"S01003456",61.4
"S01003457",56
"S01003458",25.5
"S01003459",41.9
"S01003460",15.9
"S01003461",20.2
"S01003462",51.9
"S01003463",83.3
"S01003464",38.1
"S01003465",16.5
"S01003466",44.4
"S01003467",38.1
"S01003468",37.1
"S01003469",36.8
"S01003470",37.2
"S01003471",55.7
"S01003472",54.2
"S01003473",37.5
"S01003474",20.6
"S01003475",39.7
"S01003476",19.8
"S01003477",25.9
"S01003478",34.6
"S01003479",16.9
"S01003480",31.2
"S01003481",37.2
"S01003482",63.3
"S01003483",55.7
"S01003484",29.2
"S01003485",15.5
"S01003486",54.7
"S01003487",41.9
"S01003488",51.5
"S01003489",41
"S01003490",43.8
"S01003491",50
"S01003492",48.9
"S01003493",50
"S01003494",34.9
"S01003495",43.3
"S01003496",13.4
"S01003497",12
"S01003498",25.5
"S01003499",31.6
"S01003500",69.4
"S01003501",32.5
"S01003502",21.8
"S01003503",8
"S01003504",23.9
"S01003505",NA
"S01003506",16.7
"S01003507",43.4
"S01003508",55.2
"S01003509",NA
"S01003510",37
"S01003511",5.2
"S01003512",48.3
"S01003513",18.2
"S01003514",20.3
"S01003515",63.8
"S01003516",13.5
"S01003517",27.1
"S01003518",50
"S01003519",42.9
"S01003520",NA
"S01003521",NA
"S01003522",8.7
"S01003523",34.9
"S01003524",5.7
"S01003525",16.5
"S01003526",6.4
"S01003527",2.4
"S01003528",18.2
"S01003529",12.2
"S01003530",20.8
"S01003531",44.8
"S01003532",9.3
"S01003533",61.4
"S01003534",31.7
"S01003535",34.4
"S01003536",5.3
"S01003537",31
"S01003538",29.2
"S01003539",4.6
"S01003540",44.6
"S01003541",77.3
"S01003542",NA
"S01003543",60.7
"S01003544",8.1
"S01003545",2.9
"S01003546",48.9
"S01003547",15.1
"S01003548",63.2
"S01003549",52.7
"S01003550",8.3
"S01003551",47.4
"S01003552",NA
"S01003553",61.3
"S01003554",9.4
"S01003555",8
"S01003556",NA
"S01003557",61.3
"S01003558",NA
"S01003559",7.1
"S01003560",3.2
"S01003561",50.3
"S01003562",58.8
"S01003563",42.3
"S01003564",58.4
"S01003565",47.7
"S01003566",14.3
"S01003567",54.9
"S01003568",8.2
"S01003569",6
"S01003570",4.7
"S01003571",45.8
"S01003572",58.3
"S01003573",38.8
"S01003574",9
"S01003575",41.5
"S01003576",7.1
"S01003577",29.3
"S01003578",49.2
"S01003579",66.7
"S01003580",42.6
"S01003581",34.9
"S01003582",56.7
"S01003583",46.4
"S01003584",62.1
"S01003585",73.2
"S01003586",50
"S01003587",3.9
"S01003588",9.3
"S01003589",5.4
"S01003590",49.7
"S01003591",4.3
"S01003592",34.7
"S01003593",30.7
"S01003594",4.7
"S01003595",63
"S01003596",39.1
"S01003597",4
"S01003598",20
"S01003599",25.9
"S01003600",39.5
"S01003601",66.1
"S01003602",18
"S01003603",42.5
"S01003604",33.9
"S01003605",53.4
"S01003606",30.5
"S01003607",25
"S01003608",21.8
"S01003609",1.3
"S01003610",54.8
"S01003611",62.6
"S01003612",26.5
"S01003613",9.3
"S01003614",8.8
"S01003615",37.4
"S01003616",6.5
"S01003617",55.6
"S01003618",13.1
"S01003619",64.8
"S01003620",17.1
"S01003621",40.6
"S01003622",24.8
"S01003623",10.6
"S01003624",28.8
"S01003625",36.4
"S01003626",7.1
"S01003627",53
"S01003628",39.1
"S01003629",38.8
"S01003630",41.3
"S01003631",9.9
"S01003632",16.4
"S01003633",27.1
"S01003634",36.4
"S01003635",50
"S01003636",38.4
"S01003637",16.9
"S01003638",24.6
"S01003639",35.7
"S01003640",40.1
"S01003641",14.2
"S01003642",25.2
"S01003643",25.4
"S01003644",44.6
"S01003645",30
"S01003646",65.7
"S01003647",20.2
"S01003648",24.8
"S01003649",26.8
"S01003650",48.2
"S01003651",37.7
"S01003652",47.9
"S01003653",57.4
"S01003654",44.3
"S01003655",39
"S01003656",34.1
"S01003657",36
"S01003658",14
"S01003659",22.4
"S01003660",5.7
"S01003661",3.7
"S01003662",31.1
"S01003663",50
"S01003664",50
"S01003665",75.9
"S01003666",55.9
"S01003667",19.9
"S01003668",22.6
"S01003669",27.9
"S01003670",53.6
"S01003671",45.8
"S01003672",45.2
"S01003673",44.8
"S01003674",27.6
"S01003675",3.4
"S01003676",19.5
"S01003677",39.1
"S01003678",29.2
"S01003679",29.9
"S01003680",46.7
"S01003681",27.4
"S01003682",10.5
"S01003683",19.4
"S01003684",32.1
"S01003685",28.2
"S01003686",31.6
"S01003687",49
"S01003688",27
"S01003689",57.9
"S01003690",55.4
"S01003691",19.5
"S01003692",32.1
"S01003693",29.2
"S01003694",18.5
"S01003695",44.9
"S01003696",20.2
"S01003697",3.9
"S01003698",16.5
"S01003699",4
"S01003700",30.7
"S01003701",25.8
"S01003702",51.6
"S01003703",37.2
"S01003704",41.7
"S01003705",50.7
"S01003706",56.5
"S01003707",53.2
"S01003708",61.2
"S01003709",65.9
"S01003710",31
"S01003711",52
"S01003712",32.6
"S01003713",39.7
"S01003714",30.7
"S01003715",21.2
"S01003716",61.9
"S01003717",53
"S01003718",40.5
"S01003719",5.2
"S01003720",3
"S01003721",12.7
"S01003722",25.6
"S01003723",4.5
"S01003724",13.6
"S01003725",15.9
"S01003726",13.3
"S01003727",24.7
"S01003728",12.4
"S01003729",12.6
"S01003730",27.7
"S01003731",9.3
"S01003732",11.4
"S01003733",21.4
"S01003734",12.4
"S01003735",4.2
"S01003736",12.4
"S01003737",15
"S01003738",5.6
"S01003739",12.6
"S01003740",18.9
"S01003741",8.1
"S01003742",4.5
"S01003743",13
"S01003744",4.7
"S01003745",7.6
"S01003746",14.2
"S01003747",11.8
"S01003748",9.5
"S01003749",14.8
"S01003750",11.1
"S01003751",7.4
"S01003752",8.9
"S01003753",15.3
"S01003754",8.1
"S01003755",9.5
"S01003756",6
"S01003757",4.1
"S01003758",15.7
"S01003759",13.5
"S01003760",6.8
"S01003761",8.6
"S01003762",6
"S01003763",18.8
"S01003764",18.9
"S01003765",19.1
"S01003766",8.2
"S01003767",11
"S01003768",13
"S01003769",8.4
"S01003770",7.9
"S01003771",7.6
"S01003772",10.9
"S01003773",6.2
"S01003774",3.1
"S01003775",6.3
"S01003776",14.4
"S01003777",13.7
"S01003778",12.6
"S01003779",12.5
"S01003780",1.7
"S01003781",3.6
"S01003782",11.8
"S01003783",10.2
"S01003784",4.9
"S01003785",3.1
"S01003786",5.7
"S01003787",NA
"S01003788",5.7
"S01003789",NA
"S01003790",22.7
"S01003791",5.6
"S01003792",12.1
"S01003793",24.1
"S01003794",4
"S01003795",3.2
"S01003796",33.5
"S01003797",17.3
"S01003798",5.2
"S01003799",4.2
"S01003800",16.9
"S01003801",22.7
"S01003802",7.1
"S01003803",5.8
"S01003804",24.6
"S01003805",29.3
"S01003806",18
"S01003807",2
"S01003808",16.3
"S01003809",11.1
"S01003810",3.1
"S01003811",4.3
"S01003812",29
"S01003813",3.9
"S01003814",5
"S01003815",8
"S01003816",3.4
"S01003817",30.5
"S01003818",28.6
"S01003819",10
"S01003820",NA
"S01003821",8.3
"S01003822",25.4
"S01003823",7.7
"S01003824",8
"S01003825",8.5
"S01003826",12.9
"S01003827",8
"S01003828",2.7
"S01003829",17.9
"S01003830",27.7
"S01003831",NA
"S01003832",7.4
"S01003833",NA
"S01003834",11.6
"S01003835",NA
"S01003836",19.6
"S01003837",26.1
"S01003838",10.6
"S01003839",30.8
"S01003840",NA
"S01003841",26.1
"S01003842",11.2
"S01003843",6.9
"S01003844",4
"S01003845",26.5
"S01003846",NA
"S01003847",13.2
"S01003848",3.5
"S01003849",29
"S01003850",2.5
"S01003851",4.5
"S01003852",7.3
"S01003853",34.4
"S01003854",18.5
"S01003855",42.3
"S01003856",15.8
"S01003857",14.7
"S01003858",12.4
"S01003859",NA
"S01003860",43.9
"S01003861",4.1
"S01003862",48
"S01003863",6
"S01003864",7.1
"S01003865",10.3
"S01003866",8.7
"S01003867",22.3
"S01003868",NA
"S01003869",9.6
"S01003870",7.8
"S01003871",6.7
"S01003872",7.2
"S01003873",10.8
"S01003874",NA
"S01003875",7
"S01003876",3.3
"S01003877",2.5
"S01003878",28
"S01003879",8
"S01003880",13.8
"S01003881",7.1
"S01003882",24.2
"S01003883",7.3
"S01003884",38.1
"S01003885",19.1
"S01003886",15
"S01003887",24
"S01003888",3.8
"S01003889",14
"S01003890",3.2
"S01003891",2.3
"S01003892",16.5
"S01003893",NA
"S01003894",21.4
"S01003895",5.5
"S01003896",NA
"S01003897",9.6
"S01003898",4.2
"S01003899",11.3
"S01003900",11.2
"S01003901",14.8
"S01003902",8
"S01003903",6.5
"S01003904",10.7
"S01003905",8.3
"S01003906",13.7
"S01003907",29.1
"S01003908",14
"S01003909",7.6
"S01003910",22.2
"S01003911",7.7
"S01003912",19.1
"S01003913",7.2
"S01003914",13.5
"S01003915",26.3
"S01003916",4.6
"S01003917",17.3
"S01003918",11.6
"S01003919",17.5
"S01003920",18.2
"S01003921",10.8
"S01003922",35.3
"S01003923",38.6
"S01003924",44.2
"S01003925",24.4
"S01003926",24.4
"S01003927",9
"S01003928",28.7
"S01003929",10.5
"S01003930",23.9
"S01003931",30.4
"S01003932",8.7
"S01003933",13.2
"S01003934",14.3
"S01003935",35.5
"S01003936",9.3
"S01003937",51.3
"S01003938",4.4
"S01003939",25.6
"S01003940",20
"S01003941",5.5
"S01003942",20.4
"S01003943",20
"S01003944",17.3
"S01003945",6.4
"S01003946",7.6
"S01003947",9.8
"S01003948",4.7
"S01003949",12.1
"S01003950",12.3
"S01003951",13.7
"S01003952",12
"S01003953",4.1
"S01003954",15.3
"S01003955",5
"S01003956",14.8
"S01003957",15.3
"S01003958",17.2
"S01003959",10.9
"S01003960",14.4
"S01003961",10
"S01003962",29.1
"S01003963",8.4
"S01003964",4
"S01003965",13.3
"S01003966",13.7
"S01003967",10.8
"S01003968",21
"S01003969",15.6
"S01003970",7.1
"S01003971",35.8
"S01003972",14.2
"S01003973",4.7
"S01003974",15.1
"S01003975",7.8
"S01003976",51.4
"S01003977",43.5
"S01003978",11.6
"S01003979",24.3
"S01003980",NA
"S01003981",10
"S01003982",12.5
"S01003983",14.4
"S01003984",26.6
"S01003985",32.8
"S01003986",22.7
"S01003987",NA
"S01003988",14.7
"S01003989",6.9
"S01003990",7.1
"S01003991",8.9
"S01003992",13.1
"S01003993",10.9
"S01003994",8.1
"S01003995",7.1
"S01003996",6.7
"S01003997",26.5
"S01003998",9.1
"S01003999",17.5
"S01004000",14.4
"S01004001",20
"S01004002",16.5
"S01004003",15.7
"S01004004",16
"S01004005",6.6
"S01004006",17.8
"S01004007",22.9
"S01004008",14.6
"S01004009",7.7
"S01004010",6.6
"S01004011",4.3
"S01004012",7.1
"S01004013",4.6
"S01004014",NA
"S01004015",5.9
"S01004016",3.9
"S01004017",9.6
"S01004018",1.7
"S01004019",2.1
"S01004020",7.9
"S01004021",1.1
"S01004022",6.4
"S01004023",20.6
"S01004024",13.8
"S01004025",36
"S01004026",32.1
"S01004027",30.8
"S01004028",40.7
"S01004029",27
"S01004030",37.1
"S01004031",28.2
"S01004032",41.2
"S01004033",38
"S01004034",16.6
"S01004035",34.2
"S01004036",46.5
"S01004037",15.3
"S01004038",38.6
"S01004039",45.8
"S01004040",19.8
"S01004041",30.1
"S01004042",42.1
"S01004043",6.5
"S01004044",38.9
"S01004045",40.9
"S01004046",37.7
"S01004047",34.7
"S01004048",22.1
"S01004049",20.7
"S01004050",52.9
"S01004051",56.9
"S01004052",27.8
"S01004053",27.6
"S01004054",13.8
"S01004055",14.1
"S01004056",19
"S01004057",36.4
"S01004058",33.1
"S01004059",42.2
"S01004060",43.2
"S01004061",38.1
"S01004062",3
"S01004063",38.7
"S01004064",10.8
"S01004065",41.8
"S01004066",24.4
"S01004067",13.6
"S01004068",45.6
"S01004069",42.3
"S01004070",41.8
"S01004071",29.3
"S01004072",16.4
"S01004073",47.7
"S01004074",44.4
"S01004075",47.8
"S01004076",25.9
"S01004077",13.5
"S01004078",28
"S01004079",35.4
"S01004080",32.2
"S01004081",7.5
"S01004082",NA
"S01004083",45
"S01004084",25
"S01004085",26
"S01004086",31.7
"S01004087",49.6
"S01004088",46.8
"S01004089",34.8
"S01004090",51.8
"S01004091",20.9
"S01004092",34.7
"S01004093",36.2
"S01004094",59.6
"S01004095",10.6
"S01004096",NA
"S01004097",35.9
"S01004098",7.6
"S01004099",4.1
"S01004100",22.7
"S01004101",29
"S01004102",7.3
"S01004103",10.6
"S01004104",NA
"S01004105",9.1
"S01004106",11.1
"S01004107",6.3
"S01004108",10.3
"S01004109",6.1
"S01004110",13.7
"S01004111",8.7
"S01004112",NA
"S01004113",10.2
"S01004114",17.1
"S01004115",4.4
"S01004116",6.5
"S01004117",8.5
"S01004118",18.9
"S01004119",14.3
"S01004120",6.6
"S01004121",11.7
"S01004122",3.7
"S01004123",17
"S01004124",5.1
"S01004125",4.3
"S01004126",10.7
"S01004127",4.4
"S01004128",NA
"S01004129",12.9
"S01004130",21.1
"S01004131",39.9
"S01004132",37.2
"S01004133",26.7
"S01004134",NA
"S01004135",36.9
"S01004136",20.3
"S01004137",9.2
"S01004138",29.3
"S01004139",12
"S01004140",16.9
"S01004141",9.9
"S01004142",12.3
"S01004143",17.8
"S01004144",10.2
"S01004145",15.1
"S01004146",3.8
"S01004147",20.5
"S01004148",1.5
"S01004149",40.9
"S01004150",NA
"S01004151",8.1
"S01004152",32.5
"S01004153",14
"S01004154",7.7
"S01004155",28.6
"S01004156",22.5
"S01004157",NA
"S01004158",8.7
"S01004159",37.7
"S01004160",14.1
"S01004161",12.6
"S01004162",3.3
"S01004163",28.6
"S01004164",18.2
"S01004165",4
"S01004166",20.7
"S01004167",14.5
"S01004168",17.8
"S01004169",30.5
"S01004170",26.7
"S01004171",3.2
"S01004172",28.1
"S01004173",18.9
"S01004174",10.4
"S01004175",27.5
"S01004176",6.8
"S01004177",18.5
"S01004178",16.7
"S01004179",21.7
"S01004180",4
"S01004181",17.1
"S01004182",32.9
"S01004183",23.3
"S01004184",27.8
"S01004185",22.5
"S01004186",33.3
"S01004187",23.4
"S01004188",37.7
"S01004189",NA
"S01004190",32.5
"S01004191",12.2
"S01004192",36.4
"S01004193",12.2
"S01004194",22.1
"S01004195",17.8
"S01004196",34.5
"S01004197",32.2
"S01004198",12.1
"S01004199",10.1
"S01004200",4.3
"S01004201",17.3
"S01004202",3.2
"S01004203",18.2
"S01004204",8.5
"S01004205",36.3
"S01004206",3.9
"S01004207",25.8
"S01004208",7.2
"S01004209",NA
"S01004210",14.8
"S01004211",3.1
"S01004212",2.8
"S01004213",13.3
"S01004214",NA
"S01004215",2.2
"S01004216",18.5
"S01004217",24.7
"S01004218",17.8
"S01004219",16.7
"S01004220",5
"S01004221",19.9
"S01004222",30.7
"S01004223",32.5
"S01004224",15.2
"S01004225",34.5
"S01004226",30.4
"S01004227",23.9
"S01004228",11.6
"S01004229",18.6
"S01004230",21.9
"S01004231",18.1
"S01004232",8.5
"S01004233",13.5
"S01004234",6.5
"S01004235",19.5
"S01004236",8.4
"S01004237",8.3
"S01004238",10
"S01004239",6.9
"S01004240",11
"S01004241",NA
"S01004242",10.4
"S01004243",11.6
"S01004244",26
"S01004245",6.3
"S01004246",NA
"S01004247",17.1
"S01004248",13.7
"S01004249",11.4
"S01004250",12.7
"S01004251",2.7
"S01004252",9.7
"S01004253",8.8
"S01004254",3.7
"S01004255",15.7
"S01004256",17.8
"S01004257",5.7
"S01004258",9.7
"S01004259",7
"S01004260",6.9
"S01004261",21
"S01004262",19.8
"S01004263",24.7
"S01004264",22
"S01004265",12.1
"S01004266",14.3
"S01004267",NA
"S01004268",15.3
"S01004269",10.3
"S01004270",15.9
"S01004271",15.3
"S01004272",NA
"S01004273",6.8
"S01004274",12.1
"S01004275",13.9
"S01004276",7.2
"S01004277",5
"S01004278",4
"S01004279",37.9
"S01004280",8.9
"S01004281",18.7
"S01004282",29.1
"S01004283",15.6
"S01004284",11.7
"S01004285",NA
"S01004286",6.4
"S01004287",2.5
"S01004288",8.6
"S01004289",4.4
"S01004290",4.7
"S01004291",9
"S01004292",20.9
"S01004293",4.9
"S01004294",4.8
"S01004295",8.8
"S01004296",7
"S01004297",18.9
